성별,나이,월수입,직업,결혼여부,소비성향,예산,구매단가,사용목적,중요요소,선호브랜드,상품명,브랜드,카테고리,판매단가,평점,리뷰수,상품설명,상품정보출처,상품조회수,비교상품수,구매시간대,재방문횟수,카드할부여부,구매후회값
female,56,6490000,대기업직원,미혼,진보적,447000,2518000,이사,"희소성, 감성",종근당,이케아 가구 1975,이케아,가구,2518000,3.96,139.0,"이케아 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",manual,32,6,3,3,Y,0.713
male,24,710000,학생,미혼,보수적,38000,21000,데일리,"성분, 가격",설화수,설화수 화장품 1976,설화수,화장품,21000,,2006.0,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",image_estimate,39,2,9,0,N,0.465
male,32,2520000,주부,미혼,보수적,190000,86000,여행,"희소성, 감성",COS,COS 패션 1977,COS,패션,86000,3.84,3557.0,"COS 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",naver_api,53,5,9,1,N,0.551
female,49,9490000,전문직,기혼,진보적,387000,18000,데일리,"성분, 가격",하나투어,설화수 화장품 1978,설화수,화장품,18000,4.27,,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",image_estimate,12,1,14,2,N,0.574
female,39,4990000,공무원,기혼,진보적,558000,228000,피부관리,"성분, 가격",이니스프리,이니스프리 화장품 1979,이니스프리,화장품,228000,4.8,2518.0,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,45,2,9,2,N,0.232
male,27,650000,학생,미혼,보수적,89000,39000,청소,"가격, 내구성",클래스101,유한킴벌리 생활용품 1980,유한킴벌리,생활용품,39000,3.22,,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",naver_api,5,2,17,5,N,0.305
female,29,560000,학생,기혼,보수적,50000,491000,소장,"내구성, 크기",이케아,이케아 가구 1981,이케아,가구,491000,,192.0,"이케아 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",naver_api,27,11,12,8,Y,0.669
female,42,3680000,프리랜서,미혼,진보적,529000,65000,건강,"희소성, 감성",센트룸,센트룸 건강관리 1982,센트룸,건강관리,65000,3.31,,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",crawler,2,3,20,1,N,0.359
female,34,5910000,공무원,미혼,보수적,412000,953000,여행,"디자인, 착용감",구찌,ZARA 패션 1983,ZARA,패션,953000,,565.0,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",user_input,47,4,21,5,Y,0.798
male,45,4460000,자영업,미혼,진보적,755000,516000,휴식,"강의품질, 가격",대한항공,패스트캠퍼스 교육 1984,패스트캠퍼스,교육,516000,3.63,2183.0,"패스트캠퍼스 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,50,6,12,2,Y,0.498
female,33,4130000,공무원,기혼,보수적,571000,3386000,선물,"브랜드, 희소성",레노버,프라다 명품 1985,프라다,명품,3386000,3.64,3353.0,"프라다 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",image_estimate,53,15,14,10,Y,0.574
male,29,680000,학생,미혼,진보적,131000,1597000,게임,"성능, 배터리",레노버,레노버 전자기기 1986,레노버,전자기기,1597000,4.38,3641.0,"레노버 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",manual,55,29,19,23,Y,0.476
female,64,3100000,은퇴자,기혼,진보적,649000,861000,소장,"브랜드, 희소성",패스트캠퍼스,구찌 명품 1987,구찌,명품,861000,,2188.0,"구찌 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",naver_api,39,6,9,3,Y,0.636
female,40,5820000,대기업직원,기혼,보수적,974000,42000,식사,"희소성, 감성",LG,CJ 식품 1988,CJ,식품,42000,4.25,2605.0,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",image_estimate,44,5,13,0,N,0.434
female,23,1040000,취업준비생,미혼,진보적,164000,393000,소장,"브랜드, 희소성",라네즈,구찌 명품 1989,구찌,명품,393000,3.28,2579.0,"구찌 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",user_input,55,6,18,6,Y,0.815
male,46,9700000,전문직,미혼,보수적,1108000,14000,청소,"가격, 내구성",레노버,유한킴벌리 생활용품 1990,유한킴벌리,생활용품,14000,3.92,1449.0,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",crawler,41,5,13,2,N,0.312
male,70,2320000,은퇴자,기혼,진보적,501000,55000,소장,"강의품질, 가격",이케아,패스트캠퍼스 교육 1991,패스트캠퍼스,교육,55000,4.07,,"패스트캠퍼스 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,3,0,22,3,N,0.556
female,60,3170000,주부,미혼,진보적,309000,99000,인테리어,"희소성, 감성",이케아,이케아 가구 1992,이케아,가구,99000,3.7,2857.0,"이케아 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",image_estimate,50,1,14,2,N,0.382
male,30,9470000,대기업직원,미혼,보수적,1092000,499000,소장,"성분, 가격",정관장,이니스프리 화장품 1993,이니스프리,화장품,499000,4.82,2678.0,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",crawler,50,5,17,2,N,0.462
male,24,770000,취업준비생,미혼,진보적,130000,181000,여행,"디자인, 착용감",루이비통,COS 패션 1994,COS,패션,181000,3.6,,"COS 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",naver_api,6,6,11,6,Y,0.693
male,25,820000,학생,미혼,보수적,103000,50000,유행,"가격, 내구성",대한항공,유한킴벌리 생활용품 1995,유한킴벌리,생활용품,50000,4.39,92.0,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",image_estimate,33,5,16,4,N,0.491
female,47,3990000,프리랜서,미혼,보수적,594000,1551000,소장,"희소성, 감성",프라다,프라다 명품 1996,프라다,명품,1551000,3.79,3977.0,"프라다 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",crawler,54,8,14,7,Y,0.762
male,29,1030000,취업준비생,기혼,보수적,114000,77000,데일리,"희소성, 감성",설화수,설화수 화장품 1997,설화수,화장품,77000,3.38,2037.0,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",manual,42,3,20,4,N,0.57
male,55,3160000,주부,미혼,보수적,367000,385000,콘텐츠,"성능, 배터리",프라다,삼성 전자기기 1998,삼성,전자기기,385000,4.16,1184.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",manual,47,3,11,3,N,0.468
male,55,10970000,전문직,미혼,보수적,841000,65000,공부,"희소성, 감성",다이소,메가스터디 교육 1999,메가스터디,교육,65000,3.32,1974.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",crawler,51,1,15,4,N,0.414
female,72,3320000,은퇴자,기혼,보수적,610000,21000,가정,"가격, 내구성",정관장,다이소 생활용품 2000,다이소,생활용품,21000,4.44,3501.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",naver_api,57,3,17,3,N,0.525
male,23,890000,학생,미혼,진보적,150000,2260000,선물,"내구성, 크기",메가스터디,이케아 가구 2001,이케아,가구,2260000,3.26,,"이케아 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",naver_api,17,33,10,22,Y,0.782
male,53,3370000,사무직,기혼,보수적,506000,273000,유행,"희소성, 감성",아디다스,아디다스 패션 2002,아디다스,패션,273000,3.58,2024.0,"아디다스 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",image_estimate,39,4,1,3,N,0.582
male,35,3790000,사무직,기혼,보수적,312000,7388000,업무,"희소성, 감성",3M,애플 전자기기 2003,애플,전자기기,7388000,,3364.0,"애플 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",naver_api,46,26,12,18,Y,0.691
female,23,520000,학생,미혼,진보적,22000,46000,선물,"디자인, 착용감",CJ,아디다스 패션 2004,아디다스,패션,46000,3.76,1699.0,"아디다스 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",crawler,47,5,15,5,N,0.77
female,75,2500000,은퇴자,미혼,보수적,239000,18000,유행,"희소성, 감성",다이소,다이소 생활용품 2005,다이소,생활용품,18000,,3001.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,52,4,20,4,N,0.54
female,19,610000,학생,미혼,진보적,70000,1691000,휴식,"희소성, 감성",애플,삼성 전자기기 2006,삼성,전자기기,1691000,3.63,,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,7,36,19,26,Y,0.899
female,35,8180000,대기업직원,기혼,진보적,1006000,128000,생활,"희소성, 감성",패스트캠퍼스,유한킴벌리 생활용품 2007,유한킴벌리,생활용품,128000,4.53,,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",naver_api,13,2,9,4,N,0.435
female,33,5190000,공무원,기혼,보수적,902000,45000,건강,"성분, 후기",정관장,센트룸 건강관리 2008,센트룸,건강관리,45000,3.81,2527.0,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",crawler,42,1,16,3,N,0.346
female,56,7550000,자영업,기혼,보수적,297000,413000,휴식,"희소성, 감성",삼성,삼성 전자기기 2009,삼성,전자기기,413000,3.92,3878.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,49,2,19,3,N,0.688
female,25,810000,취업준비생,미혼,보수적,174000,43000,소장,"성분, 후기",메가스터디,정관장 건강관리 2010,정관장,건강관리,43000,4.1,1996.0,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",user_input,38,4,20,3,N,0.532
male,22,800000,취업준비생,미혼,진보적,54000,5742000,유행,"성능, 배터리",설화수,삼성 전자기기 2011,삼성,전자기기,5742000,3.67,2478.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",naver_api,49,60,18,60,Y,0.691
female,66,2710000,은퇴자,기혼,보수적,389000,15000,식사,"희소성, 감성",아디다스,동원 식품 2012,동원,식품,15000,3.88,3688.0,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",naver_api,43,4,13,2,N,0.414
female,34,5360000,사무직,기혼,진보적,550000,646000,선물,"브랜드, 희소성",구찌,구찌 명품 2013,구찌,명품,646000,,2780.0,"구찌 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",image_estimate,45,4,18,3,Y,0.285
female,29,810000,학생,미혼,보수적,114000,667000,선물,"브랜드, 희소성",루이비통,루이비통 명품 2014,루이비통,명품,667000,,2563.0,"루이비통 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",manual,53,10,15,9,Y,0.558
male,50,9380000,전문직,기혼,진보적,631000,105000,휴식,"희소성, 감성",애플,한샘 가구 2015,한샘,가구,105000,3.96,2315.0,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",manual,42,3,9,0,N,0.693
female,53,9280000,대기업직원,기혼,보수적,418000,200000,휴식,"성능, 배터리",CJ,소니 전자기기 2016,소니,전자기기,200000,4.48,3095.0,"소니 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",naver_api,54,3,11,4,N,0.532
male,41,2020000,주부,미혼,보수적,193000,71000,휴식,"내구성, 크기",한샘,이케아 가구 2017,이케아,가구,71000,3.44,183.0,"이케아 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",user_input,30,4,11,1,N,0.542
female,40,5790000,프리랜서,기혼,진보적,336000,207000,선물,"희소성, 감성",정관장,리바트 가구 2018,리바트,가구,207000,3.84,2453.0,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",image_estimate,41,1,12,0,N,0.65
female,35,3740000,프리랜서,기혼,진보적,473000,528000,유행,"희소성, 감성",COS,소니 전자기기 2019,소니,전자기기,528000,3.59,941.0,"소니 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",crawler,39,7,10,3,Y,0.681
male,30,1220000,취업준비생,미혼,보수적,191000,664000,유행,"희소성, 감성",클래스101,클래스101 교육 2020,클래스101,교육,664000,3.68,983.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",crawler,43,9,12,7,Y,0.74
male,66,2890000,은퇴자,기혼,진보적,320000,69000,유행,"희소성, 감성",COS,COS 패션 2021,COS,패션,69000,4.31,444.0,"COS 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",crawler,38,1,18,2,N,0.554
male,32,930000,취업준비생,미혼,보수적,40000,5000,가족,"가격, 신선도",유한킴벌리,오뚜기 식품 2022,오뚜기,식품,5000,,2490.0,"오뚜기 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",naver_api,46,3,9,0,N,0.507
female,53,3780000,공무원,기혼,보수적,674000,184000,가족,"희소성, 감성",대한항공,대한항공 여행 2023,대한항공,여행,184000,,3567.0,"대한항공 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",user_input,51,5,20,4,N,0.42
male,36,2600000,주부,기혼,진보적,252000,2277000,보상,"브랜드, 희소성",아디다스,프라다 명품 2024,프라다,명품,2277000,4.37,2851.0,"프라다 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",manual,52,13,21,11,Y,0.609
male,57,9590000,대기업직원,기혼,보수적,621000,359000,휴식,"희소성, 감성",구찌,마이리얼트립 여행 2025,마이리얼트립,여행,359000,3.96,3889.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",user_input,47,5,16,0,N,0.496
female,55,4950000,사무직,기혼,진보적,892000,779000,여행,"희소성, 감성",프라다,ZARA 패션 2026,ZARA,패션,779000,,2641.0,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",naver_api,53,4,19,1,Y,0.646
female,58,4820000,공무원,기혼,진보적,672000,1996000,가족,"희소성, 감성",마이리얼트립,마이리얼트립 여행 2027,마이리얼트립,여행,1996000,3.91,2611.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",user_input,52,6,16,5,Y,0.606
male,27,830000,학생,기혼,보수적,113000,101000,데일리,"성분, 가격",레노버,라네즈 화장품 2028,라네즈,화장품,101000,4.1,2782.0,"라네즈 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",user_input,55,4,19,1,N,0.503
female,30,4640000,공무원,기혼,보수적,356000,19000,생활,"가격, 내구성",다이소,다이소 생활용품 2029,다이소,생활용품,19000,3.6,271.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",naver_api,39,0,17,2,N,0.195
male,30,3630000,프리랜서,기혼,보수적,541000,174000,데이트,"희소성, 감성",리바트,ZARA 패션 2030,ZARA,패션,174000,4.66,,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",crawler,6,4,9,1,N,0.492
female,48,2090000,주부,기혼,보수적,292000,607000,건강,"희소성, 감성",유한킴벌리,정관장 건강관리 2031,정관장,건강관리,607000,,2853.0,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",manual,51,6,21,4,Y,0.672
female,24,730000,학생,미혼,진보적,106000,12000,유행,"가격, 신선도",하나투어,동원 식품 2032,동원,식품,12000,3.37,1843.0,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",image_estimate,43,3,12,3,N,0.511
male,50,5200000,자영업,미혼,보수적,501000,399000,선물,"희소성, 감성",유한킴벌리,설화수 화장품 2033,설화수,화장품,399000,3.95,2310.0,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,41,5,12,3,N,0.507
male,28,6110000,대기업직원,미혼,보수적,1296000,33000,유행,"성분, 가격",설화수,설화수 화장품 2034,설화수,화장품,33000,4.71,3647.0,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",manual,55,0,10,1,N,0.445
female,35,8140000,대기업직원,미혼,진보적,262000,3200000,선물,"내구성, 크기",한샘,한샘 가구 2035,한샘,가구,3200000,3.52,2757.0,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",image_estimate,45,10,21,7,Y,0.71
male,61,3330000,은퇴자,미혼,보수적,559000,168000,선물,"희소성, 감성",설화수,이니스프리 화장품 2036,이니스프리,화장품,168000,4.14,,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",image_estimate,14,4,9,1,N,0.494
female,23,560000,학생,미혼,진보적,47000,1258000,선물,"희소성, 감성",리바트,리바트 가구 2037,리바트,가구,1258000,4.37,727.0,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",image_estimate,34,29,20,20,Y,0.793
female,40,5550000,사무직,기혼,보수적,965000,51000,유행,"희소성, 감성",패스트캠퍼스,다이소 생활용품 2038,다이소,생활용품,51000,,1061.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",crawler,49,4,22,1,N,0.67
female,41,5890000,공무원,미혼,보수적,1254000,34000,생활,"희소성, 감성",종근당,동원 식품 2039,동원,식품,34000,4.83,2371.0,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",user_input,45,2,1,3,N,0.449
female,63,3380000,은퇴자,기혼,보수적,188000,1816000,유행,"희소성, 감성",ZARA,마이리얼트립 여행 2040,마이리얼트립,여행,1816000,3.41,1917.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",naver_api,52,9,19,4,Y,0.901
female,57,1910000,주부,기혼,진보적,286000,450000,기념일,"가격, 일정",마이리얼트립,마이리얼트립 여행 2041,마이리얼트립,여행,450000,3.46,2773.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",manual,42,8,12,6,Y,0.547
male,70,2660000,은퇴자,기혼,보수적,455000,8000,유행,"가격, 신선도",애플,CJ 식품 2042,CJ,식품,8000,4.27,,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",user_input,6,3,17,3,N,0.5
male,24,650000,학생,미혼,진보적,112000,673000,소장,"가격, 일정",LG,하나투어 여행 2043,하나투어,여행,673000,3.42,1001.0,"하나투어 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",user_input,49,18,1,12,Y,0.776
male,35,1980000,주부,기혼,보수적,136000,2022000,선물,"가격, 일정",이케아,대한항공 여행 2044,대한항공,여행,2022000,,1511.0,"대한항공 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",naver_api,50,13,15,9,Y,0.741
male,55,6150000,대기업직원,미혼,보수적,308000,1055000,가족,"희소성, 감성",대한항공,대한항공 여행 2045,대한항공,여행,1055000,3.78,,"대한항공 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",user_input,9,4,18,5,Y,0.588
female,40,5690000,프리랜서,기혼,진보적,561000,1574000,유행,"희소성, 감성",오뚜기,하나투어 여행 2046,하나투어,여행,1574000,4.54,,"하나투어 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",crawler,10,8,16,7,Y,0.916
male,44,5620000,자영업,기혼,보수적,506000,384000,유행,"희소성, 감성",아디다스,아디다스 패션 2047,아디다스,패션,384000,4.49,3057.0,"아디다스 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",crawler,49,3,10,5,N,0.597
male,37,8280000,전문직,기혼,보수적,1187000,6534000,소장,"희소성, 감성",패스트캠퍼스,샤넬 명품 2048,샤넬,명품,6534000,4.51,3584.0,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",user_input,50,11,21,6,Y,0.838
male,52,5790000,프리랜서,미혼,진보적,337000,460000,휴식,"희소성, 감성",하나투어,하나투어 여행 2049,하나투어,여행,460000,4.02,3426.0,"하나투어 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",crawler,42,2,9,1,N,0.464
female,46,4810000,사무직,미혼,진보적,714000,3998000,이사,"희소성, 감성",종근당,이케아 가구 2050,이케아,가구,3998000,3.26,,"이케아 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",crawler,11,15,18,8,Y,0.669
female,41,5190000,프리랜서,미혼,보수적,182000,60000,회복,"성분, 후기",3M,센트룸 건강관리 2051,센트룸,건강관리,60000,4.51,,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",naver_api,2,5,19,0,N,0.545
female,42,6140000,대기업직원,기혼,진보적,369000,134000,공부,"강의품질, 가격",클래스101,클래스101 교육 2052,클래스101,교육,134000,3.53,889.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",naver_api,46,0,21,2,N,0.22
female,43,5450000,사무직,미혼,보수적,585000,576000,선물,"성분, 가격",아디다스,이니스프리 화장품 2053,이니스프리,화장품,576000,,2502.0,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",user_input,44,3,10,1,Y,0.374
female,42,5170000,사무직,미혼,진보적,873000,3124000,소장,"내구성, 크기",리바트,리바트 가구 2054,리바트,가구,3124000,3.5,3711.0,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",naver_api,45,9,13,6,Y,0.66
female,26,4350000,사무직,미혼,보수적,250000,34000,식사,"희소성, 감성",CJ,CJ 식품 2055,CJ,식품,34000,3.21,210.0,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",crawler,34,5,0,3,N,0.338
female,19,680000,학생,미혼,보수적,143000,38000,유행,"가격, 신선도",CJ,CJ 식품 2056,CJ,식품,38000,4.61,,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",naver_api,7,6,11,4,N,0.399
female,44,11280000,전문직,미혼,보수적,2152000,6000,선물,"희소성, 감성",3M,3M 생활용품 2057,3M,생활용품,6000,4.77,2274.0,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",manual,44,4,21,2,N,0.551
female,55,3410000,주부,기혼,보수적,129000,14000,식사,"가격, 신선도",메가스터디,오뚜기 식품 2058,오뚜기,식품,14000,4.46,3705.0,"오뚜기 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",naver_api,48,1,3,0,N,0.285
male,49,4560000,사무직,기혼,진보적,249000,37000,부모님,"성분, 후기",정관장,정관장 건강관리 2059,정관장,건강관리,37000,,2474.0,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",naver_api,48,2,18,4,N,0.245
male,45,8120000,전문직,기혼,보수적,1748000,53000,취업,"희소성, 감성",메가스터디,클래스101 교육 2060,클래스101,교육,53000,4.59,2029.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",crawler,50,4,12,1,N,0.47
male,43,5730000,프리랜서,기혼,진보적,680000,494000,자기계발,"강의품질, 가격",클래스101,클래스101 교육 2061,클래스101,교육,494000,4.54,1951.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,54,6,18,2,N,0.372
male,32,1210000,취업준비생,미혼,보수적,134000,3528000,유행,"브랜드, 희소성",루이비통,샤넬 명품 2062,샤넬,명품,3528000,4.11,,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",crawler,10,37,12,23,Y,0.856
female,33,1250000,취업준비생,기혼,보수적,242000,1109000,콘텐츠,"성능, 배터리",LG,소니 전자기기 2063,소니,전자기기,1109000,4.2,,"소니 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,10,16,21,7,Y,0.774
male,27,8300000,대기업직원,미혼,보수적,501000,86000,생활,"희소성, 감성",리바트,리바트 가구 2064,리바트,가구,86000,3.86,2552.0,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",image_estimate,47,2,18,4,N,0.541
male,46,5360000,사무직,기혼,보수적,1072000,199000,휴식,"희소성, 감성",이니스프리,이니스프리 화장품 2065,이니스프리,화장품,199000,3.75,2472.0,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",manual,40,4,16,0,N,0.549
male,41,5570000,대기업직원,미혼,보수적,1159000,87000,생활,"내구성, 크기",삼성,한샘 가구 2066,한샘,가구,87000,3.64,1750.0,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",manual,38,3,15,1,N,0.554
female,52,5520000,프리랜서,기혼,보수적,995000,82000,건강,"희소성, 감성",한샘,센트룸 건강관리 2067,센트룸,건강관리,82000,4.66,,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",user_input,15,6,14,1,N,0.461
female,35,3200000,주부,기혼,보수적,180000,2661000,소장,"성능, 배터리",소니,소니 전자기기 2068,소니,전자기기,2661000,3.64,,"소니 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",crawler,16,14,0,7,Y,0.696
male,65,2730000,은퇴자,미혼,진보적,488000,406000,자기계발,"강의품질, 가격",정관장,메가스터디 교육 2069,메가스터디,교육,406000,3.28,,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",image_estimate,16,7,15,6,N,0.517
male,46,2850000,주부,기혼,보수적,331000,193000,공부,"희소성, 감성",클래스101,클래스101 교육 2070,클래스101,교육,193000,4.86,3177.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,52,5,22,2,N,0.353
female,65,3730000,은퇴자,기혼,보수적,286000,31000,생활,"희소성, 감성",동원,동원 식품 2071,동원,식품,31000,3.21,,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",image_estimate,7,5,17,1,N,0.352
