성별,나이,월수입,직업,결혼여부,소비성향,가격,가격등급,카테고리,브랜드,상품조회수,비교상품수,구매시간대,카드할부여부,재방문횟수,구매후회값
female,50,4120000,프리랜서,기혼,보수적,3281000,초고가,여행,하나투어,49,11,19,Y,10,0.553
female,53,7210000,대기업직원,기혼,보수적,1767000,초고가,전자기기,LG,42,10,15,Y,8,0.227
male,58,2240000,주부,기혼,보수적,10000,초저가,생활용품,깨끗한나라,11,4,10,N,3,0.085
male,59,2760000,은퇴자,기혼,진보적,44000,저가,교육,클래스101,16,2,16,N,2,0.133
male,24,1470000,학생,미혼,진보적,4104000,초고가,명품,샤넬,38,17,23,Y,17,0.657
female,25,1620000,취업준비생,미혼,진보적,119000,중저가,화장품,라네즈,15,4,15,N,3,0.142
female,24,5560000,사무직,미혼,보수적,470000,고가,식품,노브랜드,26,5,19,N,3,0.119
female,36,13500000,전문직,기혼,보수적,5707000,초고가,여행,하나투어,45,8,12,Y,7,0.366
male,31,5890000,공무원,기혼,보수적,243000,중저가,전자기기,삼성,29,4,23,N,4,0.158
male,37,7810000,자영업,기혼,진보적,78000,저가,패션,아디다스,22,1,18,N,1,0.22
male,28,6490000,프리랜서,미혼,진보적,4464000,초고가,건강관리,종근당,33,8,3,Y,8,0.58
female,31,10230000,대기업직원,미혼,보수적,987000,고가,명품,루이비통,26,7,18,Y,5,0.215
female,36,3060000,주부,기혼,진보적,1349000,고가,화장품,올리브영PB,28,6,10,Y,6,0.41
female,69,3950000,은퇴자,기혼,보수적,175000,중저가,식품,CJ,19,4,19,N,4,0.072
male,23,520000,학생,미혼,보수적,28000,저가,교육,윌라,24,3,16,N,3,0.096
male,23,620000,취업준비생,미혼,진보적,885000,고가,가구,일룸,33,10,13,Y,10,0.536
male,34,6530000,사무직,미혼,보수적,135000,중저가,패션,COS,17,4,22,N,4,0.189
female,46,16230000,전문직,기혼,진보적,160000,중저가,건강관리,종근당,19,2,11,N,1,0.14
female,41,7300000,공무원,미혼,보수적,445000,고가,명품,구찌,29,7,20,Y,4,0.209
female,47,11090000,자영업,기혼,진보적,8144000,초고가,전자기기,소니,32,8,20,Y,8,0.558
male,38,8730000,프리랜서,기혼,진보적,8000,초저가,생활용품,유한킴벌리,13,0,0,N,3,0.209
male,41,11870000,대기업직원,기혼,보수적,49000,저가,교육,패스트캠퍼스,13,4,20,N,1,0.157
male,46,4400000,주부,기혼,진보적,1354000,고가,가구,한샘,30,4,22,N,6,0.326
female,61,5170000,은퇴자,미혼,보수적,170000,중저가,패션,무신사스탠다드,29,4,13,N,1,0.158
female,22,760000,학생,미혼,보수적,176000,중저가,식품,풀무원,17,4,23,N,3,0.291
female,33,910000,취업준비생,기혼,진보적,22000,초저가,여행,마이리얼트립,21,3,11,N,2,0.131
male,44,2660000,사무직,미혼,보수적,218000,중저가,전자기기,레노버,29,6,23,N,4,0.175
male,56,4940000,전문직,기혼,보수적,4000,초저가,생활용품,유한킴벌리,14,4,11,N,0,0.114
male,51,3040000,공무원,기혼,진보적,685000,고가,교육,클래스101,20,3,9,Y,3,0.257
female,57,2210000,자영업,기혼,보수적,7881000,초고가,명품,프라다,44,21,16,Y,19,0.546
female,48,1720000,프리랜서,기혼,진보적,495000,고가,화장품,설화수,21,7,19,Y,5,0.34
female,51,3980000,대기업직원,미혼,진보적,621000,고가,식품,오뚜기,29,6,13,N,3,0.15
male,56,750000,주부,기혼,보수적,124000,중저가,여행,아시아나,34,7,23,Y,6,0.268
male,71,1240000,은퇴자,기혼,진보적,120000,중저가,전자기기,삼성,28,4,23,N,6,0.204
male,21,1160000,학생,미혼,보수적,159000,중저가,패션,나이키,18,3,18,N,2,0.195
female,31,1410000,취업준비생,미혼,진보적,760000,고가,건강관리,락토핏,20,7,22,Y,6,0.57
female,54,3130000,사무직,기혼,진보적,6081000,초고가,명품,버버리,46,13,13,Y,15,0.497
female,33,7490000,전문직,기혼,진보적,357000,고가,화장품,설화수,29,5,9,N,3,0.149
male,25,3890000,공무원,미혼,진보적,32000,저가,식품,CJ,17,1,13,N,0,0.22
male,31,3160000,자영업,기혼,보수적,40000,저가,교육,시원스쿨,19,5,10,N,2,0.077
male,26,3060000,프리랜서,미혼,진보적,738000,고가,가구,리바트,24,4,13,N,7,0.217
female,29,5840000,대기업직원,미혼,보수적,135000,중저가,패션,ZARA,21,3,20,N,4,0.137
female,34,1460000,주부,기혼,진보적,327000,고가,건강관리,센트룸,23,5,11,N,4,0.203
female,63,1860000,은퇴자,미혼,보수적,1000000,고가,명품,구찌,38,6,18,Y,7,0.501
male,20,1480000,학생,미혼,보수적,130000,중저가,전자기기,애플,21,3,23,N,6,0.173
male,29,1680000,취업준비생,미혼,진보적,9000,초저가,생활용품,락앤락,11,0,3,N,2,0.197
male,32,4050000,사무직,미혼,보수적,175000,중저가,교육,메가스터디,28,4,15,N,1,0.131
female,43,10180000,전문직,미혼,보수적,1102000,고가,가구,리바트,18,6,12,N,6,0.16
female,35,5000000,공무원,기혼,진보적,1224000,고가,패션,무신사스탠다드,25,5,20,N,5,0.241
female,41,4940000,자영업,기혼,진보적,1346000,고가,식품,동원,10,5,20,Y,4,0.303
male,36,4220000,프리랜서,기혼,진보적,187000,중저가,여행,하나투어,23,4,15,N,5,0.13
male,39,7130000,대기업직원,미혼,진보적,139000,중저가,전자기기,LG,14,1,1,N,3,0.246
male,44,2030000,주부,기혼,보수적,70000,저가,생활용품,깨끗한나라,14,5,16,N,0,0.117
female,73,2550000,은퇴자,기혼,보수적,264000,중저가,교육,클래스101,18,4,16,N,3,0.16
female,19,550000,학생,미혼,진보적,960000,고가,명품,샤넬,33,10,18,Y,12,0.593
female,27,650000,취업준비생,미혼,보수적,592000,고가,화장품,라네즈,26,8,16,Y,5,0.588
male,42,5420000,사무직,기혼,진보적,22000,초저가,식품,노브랜드,11,0,14,N,2,0.138
male,53,13950000,전문직,기혼,보수적,119000,중저가,여행,하나투어,21,6,19,N,6,0.066
male,45,6330000,공무원,기혼,보수적,1114000,고가,전자기기,삼성,23,8,16,Y,6,0.199
female,51,8220000,자영업,기혼,진보적,100000,중저가,패션,아디다스,24,1,15,N,3,0.164
female,46,6530000,프리랜서,기혼,보수적,1724000,초고가,건강관리,종근당,33,10,16,Y,6,0.285
female,49,8920000,대기업직원,기혼,진보적,3275000,초고가,명품,루이비통,38,8,14,Y,6,0.397
male,54,3380000,주부,기혼,보수적,83000,저가,화장품,올리브영PB,24,4,19,N,0,0.153
male,65,4130000,은퇴자,미혼,진보적,15000,초저가,식품,CJ,15,1,14,N,1,0.181
male,29,810000,학생,미혼,진보적,140000,중저가,교육,윌라,10,4,9,N,5,0.176
female,25,850000,취업준비생,미혼,보수적,945000,고가,가구,일룸,30,11,21,Y,11,0.512
female,52,6680000,사무직,기혼,진보적,7915000,초고가,패션,COS,41,12,9,Y,7,0.528
female,30,16390000,전문직,미혼,진보적,406000,고가,건강관리,종근당,20,6,19,Y,4,0.158
male,55,7870000,공무원,기혼,보수적,7767000,초고가,명품,구찌,36,13,20,Y,10,0.464
male,61,12510000,자영업,기혼,보수적,159000,중저가,전자기기,소니,19,4,3,N,4,0.155
male,24,9880000,프리랜서,미혼,진보적,62000,저가,생활용품,유한킴벌리,4,1,2,N,2,0.254
female,27,12280000,대기업직원,미혼,진보적,97000,중저가,교육,패스트캠퍼스,12,1,15,N,4,0.152
female,32,4580000,주부,기혼,진보적,2262000,초고가,가구,한샘,33,5,11,Y,6,0.463
female,75,5270000,은퇴자,기혼,진보적,554000,고가,패션,무신사스탠다드,30,5,12,N,5,0.169
male,28,1210000,학생,미혼,보수적,10000,초저가,식품,풀무원,20,5,15,N,3,0.036
male,23,1280000,취업준비생,미혼,진보적,220000,중저가,여행,마이리얼트립,25,2,10,N,3,0.225
male,30,2620000,사무직,미혼,진보적,623000,고가,전자기기,레노버,15,3,10,Y,6,0.32
female,40,4600000,전문직,미혼,진보적,103000,중저가,생활용품,유한킴벌리,17,3,10,N,4,0.091
female,29,2660000,공무원,기혼,보수적,984000,고가,교육,클래스101,25,7,16,Y,6,0.277
female,35,2350000,자영업,미혼,보수적,819000,고가,명품,프라다,42,9,23,N,5,0.37
male,34,1760000,프리랜서,미혼,진보적,72000,저가,화장품,설화수,21,4,22,N,1,0.217
male,37,4220000,대기업직원,미혼,보수적,56000,저가,식품,오뚜기,20,4,0,N,3,0.145
male,42,820000,주부,기혼,진보적,460000,고가,여행,아시아나,36,5,18,Y,6,0.506
female,67,1230000,은퇴자,기혼,보수적,696000,고가,전자기기,삼성,36,8,9,Y,8,0.428
female,27,1540000,학생,미혼,진보적,4180000,초고가,패션,나이키,30,15,16,Y,13,0.54
female,33,1640000,취업준비생,기혼,진보적,7636000,초고가,건강관리,락토핏,23,23,19,Y,23,0.519
male,40,3240000,사무직,미혼,진보적,4704000,초고가,명품,버버리,30,9,11,Y,10,0.54
male,50,6920000,전문직,미혼,진보적,59000,저가,화장품,설화수,26,1,1,N,2,0.213
male,39,3570000,공무원,기혼,보수적,58000,저가,식품,CJ,20,3,19,N,3,0.063
female,45,3570000,자영업,기혼,보수적,144000,중저가,교육,시원스쿨,28,5,19,N,3,0.1
female,44,3070000,프리랜서,미혼,보수적,2806000,초고가,가구,리바트,30,10,1,Y,8,0.619
female,47,5850000,대기업직원,기혼,보수적,1132000,고가,패션,ZARA,27,8,19,N,3,0.226
male,52,1430000,주부,미혼,보수적,5388000,초고가,건강관리,센트룸,35,23,11,Y,17,0.462
male,59,1950000,은퇴자,미혼,보수적,2722000,초고가,명품,구찌,42,12,21,Y,12,0.506
male,26,470000,학생,미혼,진보적,405000,고가,전자기기,애플,27,6,2,Y,7,0.632
female,31,570000,취업준비생,미혼,진보적,250000,중저가,생활용품,락앤락,25,4,9,Y,3,0.448
female,50,3840000,사무직,기혼,진보적,483000,고가,교육,메가스터디,25,6,11,Y,1,0.269
female,60,9670000,전문직,미혼,보수적,2155000,초고가,가구,리바트,37,6,9,Y,8,0.248
male,49,4960000,공무원,기혼,진보적,62000,저가,패션,무신사스탠다드,16,0,12,Y,2,0.215
male,55,4760000,자영업,미혼,진보적,11000,초저가,식품,동원,15,0,2,N,1,0.275
male,54,4550000,프리랜서,기혼,진보적,1240000,고가,여행,하나투어,29,4,20,N,8,0.305
female,57,6990000,대기업직원,기혼,보수적,576000,고가,전자기기,LG,29,7,11,Y,6,0.174
female,30,2400000,주부,기혼,진보적,127000,중저가,생활용품,깨끗한나라,10,1,23,N,3,0.255
female,69,2630000,은퇴자,기혼,보수적,436000,고가,교육,클래스101,31,8,15,N,3,0.159
male,25,760000,학생,미혼,보수적,5484000,초고가,명품,샤넬,32,38,14,Y,36,0.537
male,29,920000,취업준비생,미혼,진보적,66000,저가,화장품,라네즈,16,1,12,Y,2,0.216
male,28,5580000,사무직,미혼,보수적,80000,저가,식품,노브랜드,13,3,18,N,2,0.07
female,37,14030000,전문직,미혼,진보적,471000,고가,여행,하나투어,29,5,11,Y,3,0.168
female,59,5400000,공무원,기혼,보수적,5060000,초고가,전자기기,삼성,33,13,9,Y,9,0.459
female,65,8240000,자영업,기혼,보수적,579000,고가,패션,아디다스,28,6,16,N,3,0.132
male,32,6940000,프리랜서,미혼,진보적,28000,저가,건강관리,종근당,6,2,0,N,0,0.231
male,35,8820000,대기업직원,기혼,보수적,360000,고가,명품,루이비통,28,5,12,N,7,0.136
male,40,3130000,주부,기혼,진보적,163000,중저가,화장품,올리브영PB,18,3,20,N,2,0.149
female,61,3800000,은퇴자,기혼,진보적,81000,저가,식품,CJ,13,2,15,Y,2,0.161
female,24,1250000,학생,미혼,진보적,1050000,고가,교육,윌라,30,9,13,Y,8,0.566
female,27,1390000,취업준비생,미혼,보수적,2768000,초고가,가구,일룸,34,16,1,Y,13,0.588
male,38,6660000,사무직,기혼,보수적,270000,중저가,패션,COS,26,3,18,Y,4,0.146
male,47,18160000,전문직,기혼,진보적,7021000,초고가,건강관리,종근당,28,6,15,Y,5,0.345
male,33,7790000,공무원,기혼,진보적,347000,고가,명품,구찌,26,4,23,Y,5,0.247
female,39,12630000,자영업,기혼,진보적,374000,고가,전자기기,소니,16,2,13,N,6,0.127
female,42,9510000,프리랜서,기혼,보수적,180000,중저가,생활용품,유한킴벌리,16,3,18,Y,1,0.175
female,45,11840000,대기업직원,미혼,진보적,641000,고가,교육,패스트캠퍼스,22,6,11,N,2,0.114
male,50,4540000,주부,기혼,보수적,117000,중저가,가구,한샘,27,4,11,N,4,0.107
male,71,4950000,은퇴자,기혼,보수적,59000,저가,패션,무신사스탠다드,28,4,17,N,2,0.089
male,23,1750000,학생,미혼,진보적,72000,저가,식품,풀무원,6,3,15,N,2,0.1
female,25,1860000,취업준비생,미혼,진보적,3684000,초고가,여행,마이리얼트립,40,14,17,Y,14,0.572
female,48,2400000,사무직,기혼,보수적,3194000,초고가,전자기기,레노버,37,12,20,Y,10,0.471
female,57,4610000,전문직,기혼,보수적,256000,중저가,생활용품,유한킴벌리,17,5,2,N,3,0.13
male,43,3060000,공무원,기혼,진보적,32000,저가,교육,클래스101,12,2,20,N,3,0.117
male,49,2030000,자영업,미혼,보수적,4700000,초고가,명품,프라다,48,15,17,Y,15,0.53
male,52,1860000,프리랜서,기혼,진보적,102000,중저가,화장품,설화수,23,3,17,N,4,0.123
female,55,3900000,대기업직원,기혼,보수적,230000,중저가,식품,오뚜기,18,7,17,N,3,0.07
female,60,830000,주부,기혼,보수적,2039000,초고가,여행,아시아나,49,16,17,Y,14,0.504
female,63,1300000,은퇴자,미혼,보수적,3717000,초고가,전자기기,삼성,45,18,11,Y,18,0.504
male,22,480000,학생,미혼,진보적,83000,저가,패션,나이키,17,3,19,N,2,0.221
male,23,620000,취업준비생,미혼,보수적,36000,저가,건강관리,락토핏,18,6,15,N,1,0.125
male,26,3200000,사무직,미혼,보수적,2860000,초고가,명품,버버리,32,13,15,Y,11,0.484
female,34,7690000,전문직,기혼,진보적,250000,중저가,화장품,설화수,21,1,10,N,4,0.149
female,53,3430000,공무원,기혼,보수적,280000,중저가,식품,CJ,16,3,13,N,3,0.099
female,59,3280000,자영업,미혼,보수적,1077000,고가,교육,시원스쿨,38,6,16,Y,2,0.36
male,30,2960000,프리랜서,미혼,진보적,122000,중저가,가구,리바트,20,2,16,N,6,0.12
male,33,5830000,대기업직원,기혼,진보적,43000,저가,패션,ZARA,14,3,11,N,2,0.129
male,38,1470000,주부,기혼,진보적,35000,저가,건강관리,센트룸,15,4,10,Y,1,0.197
female,73,1680000,은퇴자,미혼,보수적,583000,고가,명품,구찌,32,6,16,Y,8,0.346
female,21,760000,학생,미혼,보수적,19000,초저가,전자기기,애플,12,4,19,N,4,0.109
female,33,880000,취업준비생,미혼,진보적,1352000,고가,생활용품,락앤락,27,10,15,Y,8,0.501
male,36,3900000,사무직,미혼,진보적,44000,저가,교육,메가스터디,11,3,19,N,3,0.086
male,44,9410000,전문직,미혼,진보적,224000,중저가,가구,리바트,18,3,22,N,3,0.179
male,27,4830000,공무원,미혼,진보적,122000,중저가,패션,무신사스탠다드,24,2,17,N,1,0.178
female,33,5120000,자영업,기혼,보수적,74000,저가,식품,동원,12,3,11,N,3,0.086
female,40,4660000,프리랜서,기혼,진보적,2764000,초고가,여행,하나투어,27,9,17,Y,9,0.551
female,43,7360000,대기업직원,기혼,진보적,4000,초저가,전자기기,LG,23,2,18,N,2,0.104
male,48,2400000,주부,기혼,보수적,21000,초저가,생활용품,깨끗한나라,24,2,17,N,2,0.057
male,65,2450000,은퇴자,기혼,보수적,67000,저가,교육,클래스101,27,6,12,N,4,0.063
male,20,1210000,학생,미혼,보수적,802000,고가,명품,샤넬,32,9,11,Y,8,0.592
female,31,1250000,취업준비생,기혼,진보적,190000,중저가,화장품,라네즈,25,3,11,Y,4,0.246
female,46,5050000,사무직,미혼,진보적,208000,중저가,식품,노브랜드,14,2,19,N,2,0.113
female,54,12920000,전문직,미혼,보수적,2235000,초고가,여행,하나투어,42,10,9,N,6,0.188
male,37,5490000,공무원,기혼,보수적,231000,중저가,전자기기,삼성,29,3,3,Y,4,0.228
male,43,8150000,자영업,미혼,진보적,58000,저가,패션,아디다스,17,2,16,N,3,0.102
male,50,6020000,프리랜서,미혼,진보적,137000,중저가,건강관리,종근당,26,1,10,N,1,0.213
female,53,9320000,대기업직원,기혼,보수적,4023000,초고가,명품,루이비통,39,9,22,Y,6,0.467
female,58,3410000,주부,기혼,보수적,1176000,고가,화장품,올리브영PB,34,7,12,N,4,0.279
female,75,3930000,은퇴자,미혼,보수적,116000,중저가,식품,CJ,26,5,11,N,2,0.082
male,19,1610000,학생,미혼,보수적,33000,저가,교육,윌라,14,4,12,N,2,0.1
male,29,1810000,취업준비생,미혼,진보적,108000,중저가,가구,일룸,13,2,15,Y,4,0.173
male,24,6710000,사무직,미혼,보수적,120000,중저가,패션,COS,31,6,17,Y,1,0.163
female,31,16260000,전문직,기혼,보수적,63000,저가,건강관리,종근당,25,2,16,N,1,0.144
female,47,7720000,공무원,미혼,진보적,3528000,초고가,명품,구찌,39,7,22,Y,7,0.472
female,53,11260000,자영업,미혼,진보적,2298000,초고가,전자기기,소니,29,5,13,N,5,0.244
male,28,8620000,프리랜서,기혼,보수적,22000,초저가,생활용품,유한킴벌리,22,3,11,N,2,0.051
male,31,12490000,대기업직원,기혼,진보적,38000,저가,교육,패스트캠퍼스,21,3,20,N,1,0.129
male,36,4490000,주부,기혼,진보적,633000,고가,가구,한샘,13,4,16,Y,6,0.228
female,67,5400000,은퇴자,기혼,진보적,147000,중저가,패션,무신사스탠다드,27,1,16,N,4,0.15
female,29,460000,학생,미혼,진보적,189000,중저가,식품,풀무원,18,3,23,N,4,0.43
female,27,570000,취업준비생,미혼,진보적,2476000,초고가,여행,마이리얼트립,27,21,22,Y,23,0.646
male,34,2440000,사무직,미혼,보수적,177000,중저가,전자기기,레노버,16,5,23,N,4,0.205
male,41,5050000,전문직,기혼,진보적,20000,초저가,생활용품,유한킴벌리,16,3,15,N,0,0.148
male,57,2960000,공무원,기혼,보수적,184000,중저가,교육,클래스101,17,5,9,N,4,0.105
female,63,2100000,자영업,기혼,보수적,1196000,고가,명품,프라다,33,9,23,Y,9,0.578
female,38,1890000,프리랜서,기혼,진보적,900000,고가,화장품,설화수,23,4,13,Y,6,0.481
female,41,4600000,대기업직원,기혼,진보적,122000,중저가,식품,오뚜기,15,2,17,N,3,0.104
male,46,860000,주부,기혼,진보적,117000,중저가,여행,아시아나,29,4,9,N,5,0.145
male,59,1170000,은퇴자,미혼,보수적,203000,중저가,전자기기,삼성,26,6,14,N,5,0.165
male,28,880000,학생,기혼,진보적,240000,중저가,패션,나이키,27,2,22,N,3,0.388
female,25,940000,취업준비생,미혼,진보적,226000,중저가,건강관리,락토핏,15,2,11,N,3,0.294
female,44,3440000,사무직,미혼,보수적,721000,고가,명품,버버리,31,8,11,Y,7,0.243
female,51,6920000,전문직,미혼,보수적,593000,고가,화장품,설화수,34,7,17,N,2,0.131
male,31,3410000,공무원,미혼,보수적,16000,초저가,식품,CJ,12,2,10,N,1,0.118
male,37,3500000,자영업,미혼,진보적,40000,저가,교육,시원스쿨,6,0,1,N,1,0.3
male,48,2710000,프리랜서,기혼,보수적,849000,고가,가구,리바트,40,8,23,Y,7,0.362
female,51,5110000,대기업직원,미혼,보수적,169000,중저가,패션,ZARA,29,4,9,Y,1,0.183
female,56,1300000,주부,기혼,보수적,185000,중저가,건강관리,센트룸,23,4,12,N,1,0.227
female,69,1850000,은퇴자,기혼,보수적,4075000,초고가,명품,구찌,44,17,1,Y,13,0.584
male,27,1290000,학생,미혼,진보적,246000,중저가,전자기기,애플,11,2,13,N,7,0.214
male,23,1410000,취업준비생,미혼,진보적,5000,초저가,생활용품,락앤락,17,2,19,N,0,0.157
male,54,4270000,사무직,기혼,보수적,247000,중저가,교육,메가스터디,22,4,18,N,4,0.111
female,28,10410000,전문직,미혼,진보적,615000,고가,가구,리바트,19,3,9,N,5,0.13
female,41,4660000,공무원,기혼,보수적,686000,고가,패션,무신사스탠다드,30,5,3,N,4,0.219
female,47,5320000,자영업,기혼,보수적,99000,중저가,식품,동원,18,4,14,N,2,0.106
male,26,4020000,프리랜서,미혼,진보적,118000,중저가,여행,하나투어,18,3,11,N,5,0.122
male,29,7550000,대기업직원,미혼,진보적,125000,중저가,전자기기,LG,26,3,20,N,3,0.116
male,34,2370000,주부,미혼,진보적,50000,저가,생활용품,깨끗한나라,11,0,23,N,1,0.266
female,61,2830000,은퇴자,미혼,보수적,753000,고가,교육,클래스101,29,6,14,N,2,0.244
female,26,1500000,학생,미혼,진보적,20000,초저가,명품,샤넬,24,0,10,N,2,0.218
female,33,1820000,취업준비생,기혼,진보적,916000,고가,화장품,라네즈,26,5,2,N,5,0.507
male,32,5020000,사무직,미혼,보수적,5000,초저가,식품,노브랜드,17,2,19,N,0,0.138
male,38,12460000,전문직,기혼,보수적,136000,중저가,여행,하나투어,20,4,15,N,3,0.119
male,51,5930000,공무원,미혼,진보적,1157000,고가,전자기기,삼성,29,5,15,N,5,0.206
female,57,8360000,자영업,기혼,보수적,242000,중저가,패션,아디다스,32,4,22,N,3,0.18
female,36,6110000,프리랜서,기혼,보수적,789000,고가,건강관리,종근당,16,4,22,Y,4,0.277
female,39,10250000,대기업직원,기혼,진보적,601000,고가,명품,루이비통,30,3,17,N,5,0.152
male,44,3430000,주부,미혼,보수적,79000,저가,화장품,올리브영PB,20,2,18,N,0,0.164
male,71,4180000,은퇴자,기혼,보수적,4000,초저가,식품,CJ,21,4,22,N,0,0.147
male,25,500000,학생,미혼,진보적,146000,중저가,교육,윌라,13,3,13,N,5,0.268
female,31,560000,취업준비생,기혼,진보적,617000,고가,가구,일룸,31,10,22,Y,11,0.566
female,42,6780000,사무직,기혼,보수적,504000,고가,패션,COS,28,8,21,Y,3,0.16
female,48,17870000,전문직,기혼,보수적,166000,중저가,건강관리,종근당,30,5,15,N,2,0.083
male,25,7640000,공무원,미혼,진보적,1217000,고가,명품,구찌,22,4,20,N,4,0.228
male,31,11240000,자영업,미혼,보수적,125000,중저가,전자기기,소니,22,4,17,N,3,0.126
male,46,9460000,프리랜서,기혼,보수적,39000,저가,생활용품,유한킴벌리,11,2,20,N,4,0.104
female,49,11970000,대기업직원,기혼,진보적,179000,중저가,교육,패스트캠퍼스,27,3,19,N,4,0.114
female,54,4380000,주부,기혼,보수적,7431000,초고가,가구,한샘,46,15,17,Y,11,0.473
female,63,5370000,은퇴자,기혼,보수적,1046000,고가,패션,무신사스탠다드,38,5,16,Y,2,0.267
male,24,830000,학생,미혼,진보적,20000,초저가,식품,풀무원,10,1,9,N,4,0.145
male,29,950000,취업준비생,미혼,진보적,146000,중저가,여행,마이리얼트립,22,3,16,N,6,0.184
male,52,2470000,사무직,기혼,보수적,6938000,초고가,전자기기,레노버,40,20,11,Y,15,0.487
female,58,5190000,전문직,기혼,보수적,30000,저가,생활용품,유한킴벌리,18,6,17,N,1,0.096
female,35,2980000,공무원,기혼,보수적,425000,고가,교육,클래스101,26,8,0,N,2,0.199
female,41,2100000,자영업,기혼,보수적,10000,초저가,명품,프라다,23,4,15,N,2,0.111
male,24,1970000,프리랜서,미혼,진보적,66000,저가,화장품,설화수,23,2,18,N,2,0.119
male,27,4590000,대기업직원,미혼,진보적,13000,초저가,식품,오뚜기,6,3,20,N,3,0.086
male,32,820000,주부,미혼,진보적,786000,고가,여행,아시아나,34,9,19,Y,8,0.524
female,73,1270000,은퇴자,기혼,보수적,1198000,고가,전자기기,삼성,36,8,21,Y,9,0.509
female,23,1230000,학생,미혼,보수적,857000,고가,패션,나이키,34,8,3,Y,5,0.664
female,27,1420000,취업준비생,미혼,진보적,547000,고가,건강관리,락토핏,23,5,12,N,6,0.343
male,30,3180000,사무직,미혼,보수적,1814000,초고가,명품,버버리,32,9,13,Y,10,0.454
male,35,7220000,전문직,기혼,진보적,57000,저가,화장품,설화수,22,2,12,N,2,0.126
male,45,3780000,공무원,미혼,보수적,34000,저가,식품,CJ,19,2,13,N,1,0.121
female,51,3330000,자영업,미혼,보수적,591000,고가,교육,시원스쿨,24,5,14,N,2,0.219
female,34,3030000,프리랜서,기혼,보수적,4028000,초고가,가구,리바트,28,12,23,Y,10,0.573
female,37,5910000,대기업직원,기혼,보수적,2400000,초고가,패션,ZARA,38,7,10,Y,6,0.369
male,42,1410000,주부,미혼,보수적,523000,고가,건강관리,센트룸,24,5,11,N,3,0.341
male,65,1700000,은퇴자,미혼,보수적,417000,고가,명품,구찌,36,8,14,N,6,0.246
male,22,1660000,학생,미혼,진보적,915000,고가,전자기기,애플,33,7,11,Y,8,0.498
female,25,1820000,취업준비생,미혼,보수적,53000,저가,생활용품,락앤락,21,4,16,N,4,0.038
female,40,3990000,사무직,기혼,보수적,2854000,초고가,교육,메가스터디,36,10,23,Y,7,0.544
female,45,9000000,전문직,기혼,보수적,4231000,초고가,가구,리바트,43,7,13,Y,6,0.397
male,55,4890000,공무원,미혼,보수적,53000,저가,패션,무신사스탠다드,20,5,12,N,1,0.158
male,61,4750000,자영업,기혼,진보적,17000,초저가,식품,동원,5,2,12,N,4,0.093
male,44,4140000,프리랜서,기혼,보수적,693000,고가,여행,하나투어,31,8,9,N,6,0.156
female,47,7360000,대기업직원,기혼,보수적,6482000,초고가,전자기기,LG,35,11,12,Y,8,0.461
female,52,2350000,주부,기혼,보수적,157000,중저가,생활용품,깨끗한나라,17,6,15,N,1,0.143
female,75,2720000,은퇴자,기혼,보수적,1047000,고가,교육,클래스101,30,9,23,Y,4,0.367
male,21,520000,학생,미혼,진보적,387000,고가,명품,샤넬,32,8,19,Y,6,0.606
male,23,580000,취업준비생,미혼,보수적,67000,저가,화장품,라네즈,15,6,16,N,3,0.134
male,50,5190000,사무직,기혼,진보적,37000,저가,식품,노브랜드,13,3,17,N,2,0.111
female,55,13240000,전문직,기혼,보수적,548000,고가,여행,하나투어,25,5,10,N,5,0.124
female,29,6070000,공무원,미혼,진보적,1787000,초고가,전자기기,삼성,35,7,13,Y,7,0.269
female,35,7830000,자영업,기혼,보수적,1292000,고가,패션,아디다스,26,8,22,N,5,0.249
male,54,7040000,프리랜서,기혼,진보적,2957000,초고가,건강관리,종근당,30,8,14,Y,5,0.382
male,57,9650000,대기업직원,미혼,보수적,18000,초저가,명품,루이비통,27,2,14,Y,2,0.176
male,30,3220000,주부,미혼,보수적,125000,중저가,화장품,올리브영PB,18,7,10,N,2,0.093
female,67,3840000,은퇴자,기혼,진보적,29000,저가,식품,CJ,14,2,15,N,2,0.108
female,20,860000,학생,미혼,보수적,1205000,고가,교육,윌라,35,11,14,Y,7,0.523
female,33,900000,취업준비생,기혼,진보적,5703000,초고가,가구,일룸,34,31,13,Y,30,0.536
male,28,7140000,사무직,미혼,진보적,55000,저가,패션,COS,22,0,10,N,3,0.183
male,32,17920000,전문직,미혼,진보적,523000,고가,건강관리,종근당,17,4,13,Y,4,0.147
male,39,7490000,공무원,미혼,진보적,2506000,초고가,명품,구찌,32,5,11,N,6,0.333
female,45,12620000,자영업,기혼,보수적,598000,고가,전자기기,소니,26,5,19,N,5,0.105
female,32,9400000,프리랜서,미혼,보수적,103000,중저가,생활용품,유한킴벌리,22,6,18,N,1,0.113
female,35,12610000,대기업직원,기혼,진보적,452000,고가,교육,패스트캠퍼스,17,3,17,Y,4,0.182
male,40,4630000,주부,기혼,보수적,180000,중저가,가구,한샘,23,4,17,N,5,0.098
male,59,5300000,은퇴자,미혼,보수적,201000,중저가,패션,무신사스탠다드,29,6,22,N,4,0.15
male,19,1150000,학생,미혼,진보적,77000,저가,식품,풀무원,4,4,9,N,3,0.109
female,31,1390000,취업준비생,미혼,진보적,2818000,초고가,여행,마이리얼트립,42,14,9,Y,14,0.542
